trigger_no,trigger_type,corr,key
1,stim_1_start,False,noans
2,stim_1_end,False,noans
3,stim_2_start,False,noans
4,stim_2_end,False,noans
# 0:00:00.000010  | info     | TriggerHandler constructed with params: dummy_mode=True,trigger_time=0.004
# 0:00:00.000019  | info     | Possible triggerTypes registered: ['stim_1_start', 'stim_1_end', 'stim_2_start', 'stim_2_end', 'answered']
# 0:00:00.000022  | info     | Dummy mode: True
# 0:00:00.000024  | info     | Trigger time: 0.004
# 0:00:00.000027  | info     | Params registered: ['trigger_no', 'trigger_type', 'corr', 'key']
# 0:00:00.000031  | info     | Trigger limit set to: 60
# 0:00:15.628279  | info     | Connected to EEG (in connect_to_eeg())
# 0:00:25.274240  | info     | Value: 1 sent to EEG.
# 0:00:25.274256  | info     | send_trigger() run with params trigger_type=stim_1_start, info=None, with_delay=True
# 0:00:25.278333  | info     | Clear message sent to EEG.
# 0:00:27.776777  | info     | Value: 2 sent to EEG.
# 0:00:27.776789  | info     | send_trigger() run with params trigger_type=stim_1_end, info=None, with_delay=True
# 0:00:27.780887  | info     | Clear message sent to EEG.
# 0:00:28.389972  | info     | Value: 3 sent to EEG.
# 0:00:28.389979  | info     | send_trigger() run with params trigger_type=stim_2_start, info=None, with_delay=True
# 0:00:28.394081  | info     | Clear message sent to EEG.
# 0:00:31.183457  | info     | Value: 4 sent to EEG.
# 0:00:31.183464  | info     | send_trigger() run with params trigger_type=stim_2_end, info=None, with_delay=True
# 0:00:31.187565  | info     | Clear message sent to EEG.
