PART_ID,Trial,Proc_version,Exp,Key,Corr,SOA,Reversal,Level,Rev_count,Lat
testMALE20,1,Freq,0,left,1,50,-,-,-,0.8589347420493141
testMALE20,1,Freq,0,right,1,50,-,-,-,1.0126051669940352
testMALE20,1,Freq,0,left,1,50,-,-,-,0.838849765015766
testMALE20,1,Freq,0,right,1,50,-,-,-,0.7900516130030155
testMALE20,1,Freq,0,left,1,50,-,-,-,0.8071928210556507
testMALE20,1,Freq,0,left,1,50,-,-,-,0.9344710680888966
testMALE20,1,Freq,0,right,1,50,-,-,-,0.6078724201070145
testMALE20,1,Freq,0,right,1,50,-,-,-,2.1306712690275162
testMALE20,1,Freq,0,right,1,50,-,-,-,0.8562599689466879
testMALE20,1,Freq,0,right,1,50,-,-,-,0.7928667330415919
testMALE20,1,Freq,0,left,1,50,-,-,-,0.6283756589982659
testMALE20,1,Freq,0,left,1,50,-,-,-,1.0515160580398515
testMALE20,1,Freq,0,left,1,50,-,-,-,0.8097351778997108
testMALE20,1,Freq,0,left,1,50,-,-,-,1.5132726120064035
testMALE20,1,Freq,0,right,1,50,-,-,-,2.60859186493326
testMALE20,1,Freq,0,right,1,50,-,-,-,0.7857869229046628
testMALE20,1,Freq,0,right,1,50,-,-,-,1.1756980899954215
testMALE20,1,Freq,0,left,1,50,-,-,-,1.244466561009176
testMALE20,1,Freq,0,left,1,50,-,-,-,0.7741485959850252
testMALE20,1,Freq,0,left,1,50,-,-,-,0.8061648620059714
testMALE20,2,Freq,0,right,1,80,-,-,-,0.9957710210001096
testMALE20,2,Freq,0,left,1,80,-,-,-,0.5541151480283588
testMALE20,3,Freq,0,left,1,40,-,-,-,1.2853863290511072
testMALE20,3,Freq,0,left,1,40,-,-,-,0.8546750349923968
