PART_ID,Trial,Proc_version,Exp,Key,Corr,SOA,Reversal,Level,Rev_count,Lat,Standard_first,Standard_higher
ghh_MALE_20,1,cmp_dur,train,noans,0,300,-,-,-,-1.0,True,True
ghh_MALE_20,1,cmp_dur,train,noans,0,300,-,-,-,-1.0,True,False
ghh_MALE_20,1,cmp_dur,train,noans,0,300,-,-,-,-1.0,True,True
ghh_MALE_20,1,cmp_dur,train,noans,0,300,-,-,-,-1.0,True,False
ghh_MALE_20,1,cmp_dur,train,noans,0,300,-,-,-,-1.0,True,False
ghh_MALE_20,2,cmp_dur,train,noans,0,180,-,-,-,-1.0,True,True
ghh_MALE_20,2,cmp_dur,train,noans,0,180,-,-,-,-1.0,True,False
ghh_MALE_20,2,cmp_dur,train,noans,0,180,-,-,-,-1.0,True,True
ghh_MALE_20,2,cmp_dur,train,noans,0,180,-,-,-,-1.0,True,False
ghh_MALE_20,2,cmp_dur,train,noans,0,180,-,-,-,-1.0,True,False
ghh_MALE_20,3,cmp_dur,train,noans,0,90,-,-,-,-1.0,True,False
ghh_MALE_20,3,cmp_dur,train,noans,0,90,-,-,-,-1.0,True,False
ghh_MALE_20,3,cmp_dur,train,noans,0,90,-,-,-,-1.0,True,False
ghh_MALE_20,3,cmp_dur,train,noans,0,90,-,-,-,-1.0,True,True
ghh_MALE_20,3,cmp_dur,train,noans,0,90,-,-,-,-1.0,True,False
